Compte,Libelle,Cpte_Ppal,Etat_Passif,Etat_Actif,Passif,Actif,Sens,CpteFinEnc,CpteFinEnc2,Bal_Entree,Recette_Budgetaire,Depense_Budgetaire,Recette_Fiscale,Section_Budget,Origine_Recette,Section_Budget_Tri,Acteur_Tresor,Acteur_Impot,Acteur_Autres,DetailsPlus,DansDetail,Libelle2,Situation_Tresorerie,Rang
"2829","Amortissements des autres immobilisations corporelles",1,0,0,0,0,"C",0,0,1,1,0,0,"Investissement","Recettes Externes","I016",0,0,1,,0,,0,183
"29","PROVISIONS POUR DEPRECIATION",0,0,0,1,1,"C",0,0,1,1,0,0,"Investissement","Recettes Externes","I017",0,0,1,,0,,0,184
"291","Provisions pour dépréciation des immobilisations incorporelles",1,0,1,1,1,"C",0,0,1,1,0,0,"Investissement","Recettes Externes","I017",0,0,1,,0,,0,185
"292","Provisions pour dépréciation des terrains",1,0,1,1,1,"C",0,0,1,1,0,0,"Investissement","Recettes Externes","I017",0,0,1,,0,,0,186
"293","Provisions pour dépréciation des immobilisations financières",1,0,1,1,1,"C",0,0,1,1,0,0,"Investissement","Recettes Externes","I017",0,0,1,,0,,0,187
"31","MARCHANDISES",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,188
"32","MATIERES PREMIERES ET FOURNITURES LIEES",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,189
"33","AUTRES APPROVISIONNEMENTS",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,190
"331","Matières consommables",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,191
"3310","Consommables informatiques",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,192
"3311","Produits vestimentaires",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,193
"3312","Produits d'entretien ménager",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,194
"3313","Petit matériel, outillage et mobilier",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,195
"332","Fournitures consommables",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,196
"3320","Carburant, lubrifiants et combustibles",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,197
"3321","Fournitures de bureau",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,198
"3322","Produits alimentaires",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,199
"3323","Produits pharmaceutiques",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,200
"34","PRODUITS ET SERVICES EN COURS",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,201
"341","Produits en cours",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,202
"342","Services en cours",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,203
"35","PRODUITS FINIS",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,204
"351","Produits finis A",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,205
"352","Produits finis B",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,206
"353","Produits intermédiaires",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,207
"354","Produits résiduels",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,208
"37","RELATIONS AVEC LES BUDGETS ANNEXES",1,0,0,0,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,209
"38","PROVISIONS POUR DEPRECIATION DES STOCKS",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,210
"40","FOURNISSEURS ET COMPTES RATTACHÉS",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,211
"401","Fournisseurs, dettes en compte",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,212
"4010","Fournisseurs - achats de biens ou de prestations de service, année courante",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,213
"4011","Fournisseurs - achats de biens ou de prestations de service, année précédente",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,214
"4012","Fournisseurs - achats de biens ou de prestations de service, années antérieures",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,215
"4013","Fournisseurs – pénalités de retard",1,0,0,1,0,"C",0,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,216
"4014","Fournisseurs – retenues de garantie",1,0,0,1,0,"C",0,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,217
"402","Fournisseurs d’investissement",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,218
"4020","Fournisseurs d’investissement, année courante",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,219
"4021","Fournisseurs d’investissement, année précédente",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,220
"4022","Fournisseurs d’investissement, années antérieures",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,221
"4023","Fournisseurs d’investissement - pénalités de retard",1,0,0,1,0,"C",0,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,222
"4024","Fournisseurs d’investissement - retenues de garantie",1,0,0,1,0,"C",0,1,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,223
"403","Fournisseurs, effets à payer",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,224
"4030","Fournisseurs, effets à payer",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,225
"408","Fournisseurs, charge à payer",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,226
"409","Fournisseurs, débiteurs",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,227
"4090","Fournisseurs, avances et acomptes versés sur achats de biens ou de prestations de service",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,228
"4091","Fournisseurs, avances et acomptes versés sur acquisition d’immobilisation",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,229
"4092","retenues de garantie",1,0,0,0,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,230
"4093","pénalités diverses",1,0,0,0,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,231
"4098","Rabais, remises, ristournes et autres avoirs à obtenir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,232
"41","CLIENTS ET COMPTES RATTACHÉS",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,233
"411","Clients",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,234
"4110","Clients, vente de produits et prestations diverses, année courante",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,235
"4111","Clients, vente de produits et prestations diverses, année précédente",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,236
"4112","Clients, vente de produits et prestations diverses, années antérieures",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,237
"4114","Clients-retenues de garantie",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,238
"412","Contribuables et redevables d’impôts et taxes locales",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,239
"4120","Contribuables et redevables d’impôts et taxes locales, année courante",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,240
"4121","Contribuables et redevables d’impôts et taxes locales, année précédente",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,241
"4122","Contribuables et redevables d’impôts et taxes locales, années antérieures",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,242
"413","Locataires",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,243
"4130","Locataires, année courante",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,244
"4131","Locataires, année précédente",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,245
"4132","Locataires, années antérieures",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,246
"414","Redevables, créances sur cessions d’actifs",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,247
"4140","Redevables, créances sur cessions d’actifs, année courante",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,248
"4141","Redevables, créances sur cessions d’actifs, année précédente",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,249
"4142","Redevables, créances sur cessions d’actifs, années antérieures",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,250
"415","Redevables, créances liées aux amendes et aux pénalités",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,251
"4150","Redevables, créances liées aux amendes et aux pénalités, année courante",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,252
"4151","Redevables, créances liées aux amendes et aux pénalités, année précédente",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,253
"4152","Redevables, créances liées aux amendes et aux pénalités, années antérieures",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,254
"416","Clients, contribuables, redevables, effets à recevoir en portefeuille",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,255
"4160","Clients, contribuables, redevables, effets à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,256
"4161","Organismes internationaux, effets à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,257
"418","Clients, contribuables, redevables, produits à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,258
"419","Clients créditeurs",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,259
"4190","Clients, avances et acomptes reçus",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,260
"4191","Clients, retenues de garantie",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,261
"4198","Rabais, remises, ristournes et autres avoirs à accorder",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,262
"42","RÉMUNÉRATION DU PERSONNEL",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,263
"421","Personnel, avances et acomptes",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,264
"4210","Personnel, avances",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,265
"4211","Personnel, acomptes",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,266
"4212","Frais avancés et fournitures au personnel",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,267
"422","Personnel, rémunérations dues",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,268
"423","Personnel, oppositions, saisies arrêts",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,269
"4230","Personnel, oppositions",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,270
"4231","Personnel, saisies",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,271
"4232","Personnel, avis à tiers détenteurs",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,272
"424","Personnel, œuvres sociales internes",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,273
"4240","Assistance médicale",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,274
"4241","Organismes sociaux rattachés à la collectivité",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,275
"4242","Organismes sociaux rattachés à la collectivité",0,0,0,0,0,"C",0,0,0,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,276
"4248","Autres œuvres sociales internes",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,277
"425","Représentants du personnel",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,278
"4250","Délégués du personnel",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,279
"4251","Syndicats des travailleurs des collectivités",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,280
"4258","Autres représentants du personnel",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,281
"427","Personnel, dépôt",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,282
"428","Personnel charges à payer et produits à recevoir",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,283
"4280","Dettes provisionnées pour congés à payer",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,284
"4286","Autres charges à payer",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,285
"4287","Produits à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,286
"43","ORGANISMES SOCIAUX",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,287
"431","Sécurité sociale",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,288
"4310","Cotisation de retraites des agents de la collectivité",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,289
"4311","Cotisation patronale de la collectivité pour pension des agents",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,290
"432","Caisse Nationale de retraite des agents publics",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,291
"4320","Cotisation de retraites des agents de la collectivité",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,292
"4321","Cotisation patronale de la collectivité pour pension des agents",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,293
"439","Autres organismes sociaux",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,294
"44","ETAT ET COLLECTIVITÉS PUBLIQUES",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,295
"441","Collectivités territoriales",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,296
"4410","Région",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,297
"4411","Commune",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,298
"4412","Groupement de collectivités territoriales",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,299
"442","Etablissements publics",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,300
"443","Etat, impôts et taxes dus",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,301
"447","Etat, impôts et retenues à la source",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,302
"4470","Impôts sur le revenu",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,303
"4471","Impôts sur salaires",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,304
"4472","Contribution nationale",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,305
"4473","Contribution nationale de solidarité",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,306
"4479","Autres impôts et contributions",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,307
"448","Etat, charges à payer et produits à recevoir",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,308
"4486","Charges à payer",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,309
"4487","Produits à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,310
"449","Etat, créances et dettes diverses",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,311
"4490","Etat, obligations cautionnées",1,0,0,1,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,312
"4491","Etat, avances et acomptes versés sur impôts",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,313
"4492","Etat, fonds de dotation à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,314
"4493","Etat, subventions d’équipement à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,315
"4494","Etat, subventions d’exploitation à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,316
"4495","Etat, fonds de concours à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,317
"4496","Etat, subventions d’équilibre à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,318
"4499","Etat, fonds réglementé provisionné",1,0,0,1,1,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,319
"45","ORGANISMES INTERNATIONAUX",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,320
"451","Opérations avec des organismes africains",0,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,321
"4510","Organismes africains fonds de dotation à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,322
"4511","Organismes africains fonds de concours à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,323
"4512","Organismes africains, subventions d’équipement à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,324
"4513","Organismes africains, dépenses",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,325
"452","Opérations avec d’autres organismes internationaux",1,0,0,1,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,326
"458","Organismes internationaux, fonds de dotation, fonds de concours et subventions à recevoir",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,327
"4580","Organismes internationaux, fonds de dotation à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,328
"4581","Organismes internationaux, fonds de concours à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,329
"4582","Organismes internationaux, subventions à recevoir",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,330
"46","DÉBITEURS ET CRÉDITEURS DIVERS",0,0,0,0,1,"I",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,331
"461","Tiers débiteurs divers",0,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,332
"4610","Tiers débiteurs divers, année courante",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,333
"4611","Tiers débiteurs divers, année précédente",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,334
"4612","Tiers débiteurs divers, années antérieures",1,0,0,0,1,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,335
"463","Tiers prêteurs",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,336
"4630","Emprunts et dettes auprès des établissements financiers nationaux",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,337
"4631","Emprunts et dettes auprès des établissements financiers internationaux",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,338
"4632","Emprunts et dettes auprès des partenaires techniques et financiers nationaux",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,339
"4633","Emprunts et dettes auprès des partenaires techniques et financiers internationaux",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,340
"464","Dépôts et cautionnements reçus",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,341
"4640","Dépôts de garanties reçus",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,342
"4641","Cautionnements reçus",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,343
"4642","Retenues diverses",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,344
"4649","Autres dépôts et cautionnements reçus",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,345
"466","Tiers créditeurs divers",0,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,346
"4660","Tiers créditeurs divers, année courante",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,347
"4661","Tiers créditeurs divers, année précédente",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,348
"4662","Tiers créditeurs divers, années antérieures",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,349
"467","Oppositions",1,0,0,1,0,"C",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,350
"468","Ecart de conversion – actif",0,0,0,1,0,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,351
"4680","Diminution des créances",1,0,0,1,0,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,352
"4681","Augmentation des dettes",1,0,0,1,0,"D",0,0,1,0,0,0,"NonApplicable","NonApplicable","NonApplicable",0,0,0,,0,,0,353
